序號,TOWNNAME,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor,geometry,mean_elevation,max_slope,std_elevation,river_distance_m,river_distance_category,risk_level,terrain_risk
4020,宜蘭縣,宜蘭縣大同鄉,,大同鄉茂安村1鄰志航15-1號,121.5301,24.599,樂水活動中心,茂安村,99,"水災,震災,土石流",陳枝榮,03-9809653,是,否,是,303681.1534,2721466.643,TRUE,POINT (303681.1533711357 2721466.643118586),331.6055775,61.94099426,46.09723667,629.6859798,500-1000公尺之間,高風險,High
4021,宜蘭縣,宜蘭縣蘇澳鎮,龍德里,福德路177巷27號,121.8,24.6,龍德社區活動中心,龍德里,140,"震災,土石流",劉德圈,03-9909346,是,是,是,331013.1984,2721709.476,TRUE,POINT (331013.19840813335 2721709.4763416634),246.24657,57.9094429,80.07887256,480.3240819,小於500公尺,極高風險,Very High
4027,宜蘭縣,宜蘭縣大同鄉,寒溪村,8鄰寒溪巷5號,121.6779,24.611,寒溪活動中心,寒溪村,122,"水災,震災,土石流",簡浴沂,03-9517475,是,否,否,318642.1428,2722861.459,TRUE,POINT (318642.14281157573 2722861.458598691),262.8624237,50.5929718,56.86957756,28.26414825,小於500公尺,極高風險,Very High
4029,宜蘭縣,宜蘭縣蘇澳鎮,岳明里,岳明新村91號,121.8502,24.6122,岳明社區活動中心,港邊里,40,"水災,震災,土石流",林玉明,02-29287551,是,否,是,336088.6651,2723091.275,TRUE,POINT (336088.66507225466 2723091.275444603),8.30270697,40.51395035,12.91870954,1325.406252,1000公尺以上,高風險,High
4034,宜蘭縣,宜蘭縣蘇澳鎮,港邊里,嶺腳路140號,121.8531,24.6135,岳明國小,港邊里,63,"水災,震災,土石流,海嘯",黃建榮,03-9903044,是,是,是,336381.4315,2723237.087,TRUE,POINT (336381.4314961352 2723237.086881887),4.220479595,19.32177162,2.258701513,1246.624064,1000公尺以上,低風險,Low
4040,宜蘭縣,宜蘭縣蘇澳鎮,隘丁里,城中路40號,121.837,24.6158,隘丁社區活動中心,隘丁里,47,"震災,土石流,海嘯",李福全,03-9903951,是,否,是,334749.5839,2723481.828,TRUE,POINT (334749.5838627879 2723481.8283966407),6.327491062,6.615107059,1.711587782,1615.039465,1000公尺以上,低風險,Low
4044,宜蘭縣,宜蘭縣蘇澳鎮,永榮里,新馬路2號,121.8328,24.6179,文化國中,永榮里、隘丁里,61,"水災,震災,土石流,海嘯",林琦瑄,03-9903060,是,是,是,334322.889,2723711.851,TRUE,POINT (334322.88897151954 2723711.8509388594),8.48592347,6.943218231,1.717775987,1140.841722,1000公尺以上,低風險,Low
4046,宜蘭縣,宜蘭縣蘇澳鎮,新城里,慶安路1號,121.8272,24.6204,慶安廟活動中心,新城里,42,"水災,震災,土石流,海嘯",蕭旺德,03-9903816,是,否,是,333754.1847,2723985.338,TRUE,POINT (333754.18472023786 2723985.33832785),9.176407129,11.15341091,1.913732829,552.9914207,500-1000公尺之間,中風險,Medium
4048,宜蘭縣,宜蘭縣蘇澳鎮,永榮里,和平路51號,121.8362,24.6212,永榮社區活動中心,永榮里,78,"水災,震災,土石流,海嘯",陳旺德,03-9906581,是,否,是,334664.9402,2724079.461,TRUE,POINT (334664.94022672425 2724079.4608333227),5.491123023,5.138124943,1.663740428,1225.397321,1000公尺以上,低風險,Low
4049,宜蘭縣,宜蘭縣蘇澳鎮,永榮里,大同路108號,121.8349,24.6219,馬賽國小,永榮里、新城里,63,"水災,震災,土石流,海嘯",盧聰賢,03-9902694,是,是,是,334532.8388,2724156.196,TRUE,POINT (334532.8388370528 2724156.195800604),5.802367347,6.878038883,1.648865533,1072.902557,1000公尺以上,低風險,Low
4050,宜蘭縣,宜蘭縣蘇澳鎮,頂寮里,頂寮路2號,121.838037,24.623428,頂寮文教活動中心,頂寮里,170,"水災,震災,土石流",蘇長盛,03-9901786,是,是,是,334849.4405,2724327.375,TRUE,POINT (334849.440529275 2724327.3753242623),3.769135304,5.138124943,1.571253162,985.6599312,500-1000公尺之間,中風險,Medium
4053,宜蘭縣,宜蘭縣蘇澳鎮,永榮里,思村路9號,121.832,24.6249,福德社區活動中心,永榮里,60,"震災,土石流",林森豪,03-9908208,是,否,是,334237.1924,2724486.708,TRUE,POINT (334237.19237997057 2724486.7078348),5.556777158,12.21929455,1.589108043,644.980095,500-1000公尺之間,中風險,Medium
4054,宜蘭縣,宜蘭縣冬山鄉,大興村,振安路5號2樓,121.8106,24.6253,大興社區活動中心,大興村,50,"水災,震災",黃昭郎,03-9596529,是,否,是,332070.1571,2724518.071,TRUE,POINT (332070.15711412195 2724518.0706576244),10.61328907,6.084136486,1.726744235,852.6052928,500-1000公尺之間,中風險,Medium
4056,宜蘭縣,宜蘭縣蘇澳鎮,存仁里,存仁路199之1號,121.8419,24.6262,存仁社區活動中心,存仁里,55,土石流,許金鴻,03-9901977,是,是,是,335238.6994,2724636.803,TRUE,POINT (335238.6994144098 2724636.8027833696),2.152427333,7.577464581,1.025817433,564.53513,500-1000公尺之間,中風險,Medium
4058,宜蘭縣,宜蘭縣冬山鄉,香和村,香和路138巷24號,121.7975,24.6276,香和社區活動中心,香和村,56,水災,黃壬申,03-9592508,是,否,否,330742.2976,2724765.07,TRUE,POINT (330742.2976370776 2724765.0698703146),6.538205915,6.15388298,1.088913341,512.0589149,500-1000公尺之間,中風險,Medium
4060,宜蘭縣,宜蘭縣冬山鄉,東城村,東城路280號,121.8063,24.6297,東城社區活動中心,東城村,107,水災,黃萬金,03-9592036,是,否,是,331631.9214,2725002.87,TRUE,POINT (331631.9213707964 2725002.8701219675),7.786874055,7.486926079,1.648858356,1342.337754,1000公尺以上,低風險,Low
4062,宜蘭縣,宜蘭縣大同鄉,,大同鄉樂水村5鄰碼崙46號,121.6064,24.6318,復興活動中心,樂水村,92,"水災,震災,土石流",曾秀月,03-9801419,是,否,否,311391.9179,2725131.478,TRUE,POINT (311391.9178898154 2725131.4781748406),227.1078525,57.11902618,48.31234331,317.534966,小於500公尺,極高風險,Very High
4065,宜蘭縣,宜蘭縣冬山鄉,太和村,太和路248號,121.7734,24.6327,太和社區活動中心,太和村,98,"水災,震災",黃崇澤,03-9592096,是,否,是,328299.034,2725316.021,TRUE,POINT (328299.03400622203 2725316.02070528),4.956923469,38.18148422,2.889525837,49.89371947,小於500公尺,極高風險,Very High
4066,宜蘭縣,宜蘭縣冬山鄉,大進村,大進九路50號,121.7121,24.6332,大進社區活動中心,大進村,135,水災,藍榮宗,03-9511430,是,否,是,322092.5146,2725337.867,TRUE,POINT (322092.51464895013 2725337.866561453),96.6931256,43.56221008,11.95467167,682.7567512,500-1000公尺之間,高風險,High
4067,宜蘭縣,宜蘭縣冬山鄉,冬山村,冬山路98之2號,121.7938,24.6333,南興社區活動中心,南興村,85,"水災,震災",黃騰誼,03-9595831,是,否,否,330364.0324,2725394.253,TRUE,POINT (330364.03241094004 2725394.2528024623),4.386132653,7.950770855,0.932080528,479.9721155,小於500公尺,高風險,High
4069,宜蘭縣,宜蘭縣冬山鄉,安平村,安平路23號,121.7893,24.6346,安平社區活動中心,安平村,52,"水災,震災",陳文德,922530221,是,否,否,329907.6081,2725535.621,TRUE,POINT (329907.6081387214 2725535.621457679),3.554994903,11.21995068,1.210438782,58.4140045,小於500公尺,高風險,High
4071,宜蘭縣,宜蘭縣冬山鄉,冬山村,中正路20號,121.7903,24.6359,冬山社區活動中心,冬山村,46,"水災,震災",黃秋菊,03-9592467,是,否,否,330008.023,2725680.196,TRUE,POINT (330008.02297725686 2725680.1955498313),3.415046016,16.69460487,1.263746035,201.9966748,小於500公尺,高風險,High
4072,宜蘭縣,宜蘭縣冬山鄉,八寶村,八寶路29號,121.7675,24.638,八寶社區活動中心,八寶村,65,"水災,震災",林炳楠,03-9586457,是,否,否,327698.4162,2725899.716,TRUE,POINT (327698.416189987 2725899.7161907353),6.607066049,31.63949013,3.150139047,100.9959549,小於500公尺,極高風險,Very High
4075,宜蘭縣,宜蘭縣蘇澳鎮,龍德里,福德路134號,121.833,24.6402,育英國小,龍德里,80,"水災,震災,土石流",李明怡,03-9901294,是,是,是,334328.1737,2726182.011,TRUE,POINT (334328.1737366736 2726182.0110033476),4.219167521,5.036598682,1.345708104,845.0490884,500-1000公尺之間,中風險,Medium
4077,宜蘭縣,宜蘭縣冬山鄉,丸山村,港尾路98號,121.7662,24.6425,丸山社區活動中心,丸山村、中山村,154,"水災,震災",江清鴻,03-9580750,是,否,是,327564.0255,2726397.415,TRUE,POINT (327564.0254877224 2726397.4152505165),9.132916883,40.46966934,8.071423982,43.78376249,小於500公尺,極高風險,Very High
4078,宜蘭縣,宜蘭縣冬山鄉,珍珠村,富農路1段383巷50號,121.7942,24.6434,珍珠社區活動中心,珍珠村,54,"水災,震災",林坤煌,39581118,是,否,是,330398.0649,2726513.198,TRUE,POINT (330398.0648924654 2726513.197522991),1.851368044,14.9651165,0.884106425,264.138462,小於500公尺,高風險,High
4079,宜蘭縣,宜蘭縣冬山鄉,三奇村,成興路812號,121.814,24.6435,三奇社區活動中心,三奇村,40,震災,謝見忠,03-9591532,是,否,是,332402.4707,2726536.005,TRUE,POINT (332402.4706668775 2726536.004514435),1.306644569,5.115000248,0.577061046,1321.905068,1000公尺以上,低風險,Low
4080,宜蘭縣,宜蘭縣冬山鄉,補城村,建進2路29號,121.8023,24.6436,補城社區活動中心,補城村,41,震災,陳振仁,03-9509029,是,否,否,331217.9458,2726540.114,TRUE,POINT (331217.9457932409 2726540.1142169363),1.910061316,3.496093512,0.698480137,815.2913095,500-1000公尺之間,中風險,Medium
4081,宜蘭縣,宜蘭縣冬山鄉,得安村,下湖路398號,121.7529,24.6447,梅花社區活動中心,得安村,78,水災,陳世英,03-9510556,是,否,是,326216.2521,2726633.651,TRUE,POINT (326216.2521118693 2726633.650656084),14.98727553,7.293535233,3.535251727,428.6358705,小於500公尺,高風險,High
4082,宜蘭縣,宜蘭縣五結鄉,成興村,蘇澳鎮頂寮路20巷2號,121.8327,24.6447,成興社區老人活動中心,成興村,121,"水災,震災",張添祥,03-9501752,是,否,是,334294.7814,2726680.266,TRUE,POINT (334294.7814123677 2726680.265817337),4.864196019,5.107612133,1.368328718,1341.12353,1000公尺以上,低風險,Low
4091,宜蘭縣,宜蘭縣五結鄉,成興村,利成路一段185號,121.8263,24.6532,成興村老人福利中心,成興村、利澤村、季新村,539,"水災,震災",張金發,03-9502182,是,否,是,333641.2123,2727617.85,TRUE,POINT (333641.2123161766 2727617.8496247055),2.989005105,6.941814423,2.355273933,1738.914752,1000公尺以上,低風險,Low
4092,宜蘭縣,宜蘭縣冬山鄉,順安村,義成路2段378巷87號,121.7647,24.6533,順安社區活動中心,順安村,222,"水災,震災",李明增,03-9581476,是,否,是,327405.5127,2727592.811,TRUE,POINT (327405.51269059133 2727592.8105028234),8.876336728,7.424902916,1.323358958,994.2375787,500-1000公尺之間,中風險,Medium
4096,宜蘭縣,宜蘭縣冬山鄉,永美村,永興路1段189號,121.771,24.6555,永美社區活動中心,永美村,30,"水災,震災",何長順,03-9584461,是,否,是,328041.8772,2727840.055,TRUE,POINT (328041.8771796308 2727840.0549255004),6.168193448,5.102602005,0.980816232,1391.664892,1000公尺以上,低風險,Low
4097,宜蘭縣,宜蘭縣大同鄉,,大同鄉松羅村南巷81-10號,121.5789,24.6556,松羅活動中心,松羅村,86,"水災,震災,土石流",洪明文,03-9801173,是,否,是,308596.6488,2727755.569,TRUE,POINT (308596.64876148227 2727755.568782116),219.9439416,57.87146378,40.29557333,84.49651977,小於500公尺,極高風險,Very High
4099,宜蘭縣,宜蘭縣冬山鄉,鹿埔村,鹿埔路490號,121.7506,24.6557,鹿埔社區活動中心,鹿埔村,154,"水災,震災",陳鏗芳,03-9582212,是,否,是,325976.7562,2727850.768,TRUE,POINT (325976.7562329571 2727850.768257482),21.07979061,5.678609371,3.421172826,1667.973129,1000公尺以上,低風險,Low
4107,宜蘭縣,宜蘭縣冬山鄉,武淵村,富農路2段325號,121.7976,24.6606,武淵社區活動中心,武淵村,108,震災,林新來,03-9507347,是,否,是,330731.2038,2728420.327,TRUE,POINT (330731.203847899 2728420.326987119),1.734117647,10.37325573,0.902959317,351.1220973,小於500公尺,高風險,High
4108,宜蘭縣,宜蘭縣三星鄉,員山村,泰雅一路203巷清水66號,121.6229,24.6608,員山社區臨時收容站,員山、天山、天福、人和,38,"水災,震災,土石流,海嘯",林進興,03-9894502,是,否,是,313047.8571,2728351.013,TRUE,POINT (313047.85712051793 2728351.012720177),131.9392015,48.12730408,7.980910417,502.3708595,500-1000公尺之間,高風險,High
4112,宜蘭縣,宜蘭縣三星鄉,大義村,上將路3段375巷31號,121.6103,24.6634,大義社區臨時收容站,大義、大洲、尚武、萬富,106,"水災,土石流,海嘯",鄭坤宗,03-9890992,是,否,是,311771.2152,2728633.264,TRUE,POINT (311771.21522397804 2728633.2641883055),143.8308142,62.44681931,7.906380047,254.7846774,小於500公尺,極高風險,Very High
4114,宜蘭縣,宜蘭縣冬山鄉,清溝村,光明路51號,121.7611,24.6643,清溝社區活動中心,清溝村,85,"水災,震災",張建成,03-9588921,是,否,否,327034.3415,2728809.181,TRUE,POINT (327034.3415240635 2728809.1812371137),11.83058015,6.123948574,1.995315702,2204.247628,1000公尺以上,低風險,Low
4115,宜蘭縣,宜蘭縣五結鄉,利澤村,下福路156號,121.8238,24.6649,利澤社區活動中心,利澤村,141,"水災,震災",陳朝彬,03-9503031,是,否,是,333380.3668,2728912.271,TRUE,POINT (333380.3667956806 2728912.27144312),2.414151333,7.699861526,1.816881038,418.5241635,小於500公尺,高風險,High
4116,宜蘭縣,宜蘭縣三星鄉,集慶村,集義路168號,121.6538,24.6654,二次收容 三星鄉公所臨時辦公處原三星社區,集慶村、月眉村、義德村,148,"水災,土石流,海嘯",林孟君,03-9894358,是,否,是,316173.1127,2728875.056,TRUE,POINT (316173.1127452181 2728875.0559943346),88.32719897,41.401474,3.492773752,376.8266424,小於500公尺,極高風險,Very High
4117,宜蘭縣,宜蘭縣三星鄉,月眉村,月眉街54號,121.6538,24.6654,三星國中臨時收容站,月眉、集慶、拱照,500,"水災,土石流,海嘯",陳靜波,03-9891747,是,否,是,316173.1127,2728875.056,TRUE,POINT (316173.1127452181 2728875.0559943346),88.32719897,41.401474,3.492773752,376.8266424,小於500公尺,極高風險,Very High
4119,宜蘭縣,宜蘭縣三星鄉,大洲村,五分路2段180號,121.6507,24.6663,大洲多功能館臨時收容站,大洲、尾塹、尚武,78,"水災,震災,土石流,海嘯",陳春基,03-9560726,是,否,是,315858.8708,2728973.251,TRUE,POINT (315858.87083810364 2728973.250691548),92.18455797,5.969974041,3.210144067,662.481498,500-1000公尺之間,低風險,Low
4120,宜蘭縣,宜蘭縣羅東鎮,,羅東鎮新群里月眉路300號,121.7922,24.6673,新群社區活動中心,新群里,114,震災,李淑芬,03-9506763張文哲,是,否,是,330180.3235,2729159.28,TRUE,POINT (330180.32345898857 2729159.280028993),2.053911707,5.205679417,0.84060437,1264.930136,1000公尺以上,低風險,Low
4121,宜蘭縣,宜蘭縣冬山鄉,群英村,冬山路5段51號,121.7735,24.6674,群英社區活動中心,群英村,64,震災,黃泰齡,03-9582580,是,否,是,328287.5161,2729159.563,TRUE,POINT (328287.5161009707 2729159.5625814945),4.598426169,6.773646355,0.937948366,2717.731308,1000公尺以上,低風險,Low
4122,宜蘭縣,宜蘭縣羅東鎮,,羅東鎮西安里西安街468號,121.7544,24.6675,維安社區活動中心,西安里 維揚里,170,"水災,震災,海嘯",魏炎輝,03-9513336,是,否,是,326354.231,2729159.88,TRUE,POINT (326354.23095128057 2729159.880413942),16.23140013,6.123948574,2.215655456,1454.264038,1000公尺以上,低風險,Low
4125,宜蘭縣,宜蘭縣三星鄉,天山村,福山街119號,121.6391,24.6681,憲明國小臨時收容站,天山、天福、員山、人和,42,"水災,震災,土石流,海嘯",鄭玉寅,03-9891423,是,否,否,314683.8473,2729167.106,TRUE,POINT (314683.84726803156 2729167.1058490654),106.762546,4.449994564,3.543321653,719.6084828,500-1000公尺之間,低風險,Low
4126,宜蘭縣,宜蘭縣三星鄉,義德村,三星路5段86號,121.6538,24.6685,三星國小臨時收容站,義德、集慶、人和,339,"水災,震災,土石流,海嘯",曾運玉,03-9891042,是,否,是,316171.4775,2729218.417,TRUE,POINT (316171.4774904783 2729218.416975809),87.62840731,5.106089115,3.301721036,542.2573723,500-1000公尺之間,低風險,Low
4127,宜蘭縣,宜蘭縣羅東鎮,南昌里,站前南路1號,121.7725,24.669,第三公園管理站南昌社區活動中心,南昌里 南豪里 成功里,133,"水災,震災,海嘯",林丞溱,03-9541185,是,否,是,328185.3027,2729336.214,TRUE,POINT (328185.30271342024 2729336.2142345975),5.136984701,6.773646355,0.914625852,2859.638005,1000公尺以上,低風險,Low
4128,宜蘭縣,宜蘭縣冬山鄉,廣興村,永興路2段916號,121.7492,24.6691,廣興社區活動中心,廣興村,101,"水災,震災",游智慧,03-9510031,是,否,是,325826.9423,2729334.219,TRUE,POINT (325826.9422684766 2729334.2189610247),19.57201835,4.971578598,2.687317604,966.7083658,500-1000公尺之間,中風險,Medium
4129,宜蘭縣,宜蘭縣羅東鎮,,興東南路100號,121.7687,24.6707,成功國小體育館,南昌里 成功里 南豪里 羅莊里 新群里,228,,魏碧卿,03-9542156128,否,否,否,327799.6322,2729522.353,TRUE,POINT (327799.63219084474 2729522.35294199),6.748938243,7.063359737,1.168327691,2492.598868,1000公尺以上,低風險,Low
4130,宜蘭縣,宜蘭縣三星鄉,雙賢村,三星路6段2巷22號,121.7147,24.6708,雙義社區社區二次收容,義德、雙賢、人和,53,"水災,震災,土石流,海嘯",曾運玉,03-9891042,是,否,是,322334.0763,2729503.896,TRUE,POINT (322334.07625774865 2729503.8956932407),34.38649312,7.483226776,3.263611822,736.3725656,500-1000公尺之間,中風險,Medium
4131,宜蘭縣,宜蘭縣冬山鄉,廣安村,廣安路195號,121.7457,24.6709,廣安社區活動中心,廣安村,61,"水災,震災",馬金榮,03-9515031,是,否,是,325471.6091,2729531.664,TRUE,POINT (325471.60907464934 2729531.6635369607),21.74374364,9.046135902,2.583858737,606.4336756,500-1000公尺之間,中風險,Medium
4132,宜蘭縣,宜蘭縣羅東鎮,羅莊里,羅莊街357號,121.7797,24.6716,羅莊社區活動中心,羅莊里,122,"水災,震災,海嘯",賴雲木,03-9506616,是,否,是,328912.4136,2729628.32,TRUE,POINT (328912.41360058315 2729628.320002165),4.096964922,7.881354809,0.898345817,2492.953056,1000公尺以上,低風險,Low
4133,宜蘭縣,宜蘭縣羅東鎮,開明里,清潭路146號2樓,121.7709,24.6725,阿束社社區活動中心,開明里,28,"水災,震災,海嘯",莊添鐘,03-9542525,是,否,是,328021.1818,2729722.976,TRUE,POINT (328021.18177666253 2729722.9760926873),6.314597355,8.317544937,0.920410515,2611.898919,1000公尺以上,低風險,Low
4134,宜蘭縣,宜蘭縣羅東鎮,開明里,清潭路146號2樓,121.7709,24.6725,仁和社區活動中心,仁和里,28,"水災,震災,海嘯",陳圳茂,03-9565033,是,否,是,328021.1818,2729722.976,TRUE,POINT (328021.18177666253 2729722.9760926873),6.314597355,8.317544937,0.920410515,2611.898919,1000公尺以上,低風險,Low
4136,宜蘭縣,宜蘭縣羅東鎮,集祥里,公園路13號,121.7682,24.6733,第二公園管理站羅東鎮老人館,集祥里,99,"水災,震災,海嘯",林姿妙,03-9545102,是,否,是,327747.4137,2729810.055,TRUE,POINT (327747.41367316083 2729810.0546693965),7.276680248,7.063359737,1.00496957,2325.366661,1000公尺以上,低風險,Low
4137,宜蘭縣,宜蘭縣羅東鎮,,羅東鎮忠義巷92之1號,121.7663,24.6736,仁德社區活動中心,仁德里,98,"水災,震災,海嘯",林啟東,03-9546412,是,否,是,327554.9268,2729842.209,TRUE,POINT (327554.92682329804 2729842.208679991),7.94839368,7.063359737,1.050338441,2135.299184,1000公尺以上,低風險,Low
4138,宜蘭縣,宜蘭縣羅東鎮,,羅東鎮漢民里純精路一段219號,121.7635,24.6737,漢民社區活動中心,漢民里,201,"水災,震災,海嘯",蔡德昌,03-9563167,是,否,是,327271.4746,2729851.706,TRUE,POINT (327271.47456995083 2729851.705606627),9.039379453,7.063359737,1.133758962,1873.804625,1000公尺以上,低風險,Low
4139,宜蘭縣,宜蘭縣羅東鎮,,羅東鎮東安里天祥路171號,121.7766,24.6745,東安社區活動中心,東安里,289,"水災,震災,海嘯",李錫欽,03-9569985,是,否,是,328596.8365,2729947.756,TRUE,POINT (328596.8364698001 2729947.755727199),5.168147963,8.544306755,0.907288838,2941.221963,1000公尺以上,低風險,Low
4142,宜蘭縣,宜蘭縣羅東鎮,,北成路一段125號,121.7586,24.6756,北成國小自強館,北成里 維揚里 西安里,319,,鍾月秋,03-9512626,否,否,否,326774.3784,2730059.406,TRUE,POINT (326774.3783618249 2730059.4059144603),10.61588867,5.11065197,1.417054923,1336.192052,1000公尺以上,低風險,Low
4143,宜蘭縣,宜蘭縣三星鄉,天福村,福山街30-1號,121.6565,24.6758,天送埤社區二次收容,天山、天福、員山、人和,53,"水災,震災,土石流,海嘯",羅慶文,03-9892188,是,否,是,316440.8865,2730028.282,TRUE,POINT (316440.8864558637 2730028.281786304),83.02322261,5.14090395,3.051752822,1149.915841,1000公尺以上,低風險,Low
4144,宜蘭縣,宜蘭縣羅東鎮,,忠孝路48號,121.7649,24.676,聖安宮,本鎮災害發生區域之鎮民提供災民住宿,400,"水災,震災,海嘯",謝義光,03-9544021/9541715,是,否,是,327411.7499,2730107.251,TRUE,POINT (327411.7498648312 2730107.2505664784),8.160940516,5.406450748,1.011684199,1908.58524,1000公尺以上,低風險,Low
4145,宜蘭縣,宜蘭縣羅東鎮,大新里,中正路128號2樓,121.7714,24.676,大新社區活動中心,大新里,54,"水災,震災,海嘯",郭月嬌,9543906,是,否,是,328069.6087,2730110.933,TRUE,POINT (328069.60871505126 2730110.9329152848),6.484256721,8.544306755,0.778986378,2542.759439,1000公尺以上,低風險,Low
4148,宜蘭縣,宜蘭縣冬山鄉,柯林村,光華路209號,121.7298,24.6765,柯林社區活動中心,柯林村,54,水災,陳文生,03-9517220,是,否,是,323859.0287,2730143.286,TRUE,POINT (323859.0287060964 2730143.2858967944),25.04714795,3.833967209,2.686764262,507.4629561,500-1000公尺之間,中風險,Medium
4149,宜蘭縣,宜蘭縣羅東鎮,,羅東鎮中興路1號,121.7669,24.6765,羅東鎮展演廳,中山里、賢文里,510,"水災,震災,海嘯",林姿妙,03-9545102轉253,是,否,是,327613.8584,2730163.762,TRUE,POINT (327613.8584062536 2730163.762037534),7.462559917,5.406450748,0.900176693,2087.420171,1000公尺以上,低風險,Low
4150,宜蘭縣,宜蘭縣五結鄉,季新村,季新村季水路北巷6-1號,121.8317,24.6766,季新社區活動中心,季新村,110,"水災,震災",張文政,03-9370451,是,否,否,334172.144,2730213.038,TRUE,POINT (334172.1440288005 2730213.0383198136),3.418824427,13.02042007,2.814966035,811.2560669,500-1000公尺之間,中風險,Medium
4152,宜蘭縣,宜蘭縣羅東鎮,,國華街101號,121.7608,24.6767,國華國中自強館,仁德里 國華里 漢民里,306,,游贊薰,03-513062303,否,否,否,326996.3632,2730182.478,TRUE,POINT (326996.36323102046 2730182.4782770956),9.353931666,5.044112682,1.314326699,1490.801596,1000公尺以上,低風險,Low
4153,宜蘭縣,宜蘭縣羅東鎮,北成里,北成路二段57巷6號,121.7527,24.6789,北成社區活動中心,北成里 國華里,210,"水災,震災,海嘯",張鐸川,03-9611090,是,否,是,326175.2393,2730421.637,TRUE,POINT (326175.2392532041 2730421.6367952777),12.24776645,12.26525497,2.226864461,638.9966472,500-1000公尺之間,中風險,Medium
4154,宜蘭縣,宜蘭縣三星鄉,大洲村,大洲原路17號,121.6759,24.6791,大洲社區二次收容,大洲、尾塹、大義,63,"水災,震災,土石流,海嘯",陳春基,03-9560726,是,否,是,318402.5162,2730403.328,TRUE,POINT (318402.5162237368 2730403.328060191),61.08306987,6.681792736,2.72307188,371.5515853,小於500公尺,高風險,High
4155,宜蘭縣,宜蘭縣羅東鎮,,公正路199號,121.7667,24.6793,公正國小體育館,大新里 賢文里 仁和里 中山里 開明里,1309,,林勇志,03-9566659,是,是,否,327591.8838,2730473.787,TRUE,POINT (327591.8838433077 2730473.7868466256),7.009047858,5.406450748,0.793096142,1986.656241,1000公尺以上,低風險,Low
4156,宜蘭縣,宜蘭縣五結鄉,季新村,新店路99號,121.8178,24.6797,新店社區活動中心,季新村,77,"水災,震災",張文政,03-9370451,是,否,是,332763.2858,2730547.953,TRUE,POINT (332763.2858212278 2730547.952991826),0.55980092,9.237418175,0.929789241,428.7445691,小於500公尺,高風險,High
4157,宜蘭縣,宜蘭縣大同鄉,,大同鄉崙埤村朝陽10-8號,121.6007,24.6804,崙埤活動中心,崙埤村,74,"水災,震災,土石流",洪明文,03-9801174,是,否,是,310791.2917,2730511.915,TRUE,POINT (310791.2917285548 2730511.9150374113),264.9214555,52.85217285,61.7261528,649.466355,500-1000公尺之間,高風險,High
4161,宜蘭縣,宜蘭縣羅東鎮,,中華路99號,121.7683,24.6825,羅東國中自強館,信義里 公正里 東安里 集祥里,277,,陳俊宏,03-9542075,否,否,否,327751.8293,2730829.136,TRUE,POINT (327751.8293044192 2730829.136150474),6.415932886,3.528642654,0.470581239,1971.780431,1000公尺以上,低風險,Low
4163,宜蘭縣,宜蘭縣羅東鎮,樹林里,文林路130號,121.7614,24.6833,第五公園管理站樹林社區活動中心,樹林里,146,震災,黃再興,9540605,是,否,是,327053.0316,2730913.854,TRUE,POINT (327053.031631639 2730913.8540524445),7.464371498,14.70143986,0.836547537,1300.157946,1000公尺以上,低風險,Low
4164,宜蘭縣,宜蘭縣羅東鎮,信義里,中華路189號,121.7686,24.6835,第一公園管理站信義社區活動中心,信義里 公正里,153,震災,盧業聲,03-9550025,是,否,是,327781.5699,2730940.07,TRUE,POINT (327781.5699224854 2730940.069851675),6.320276636,3.528642654,0.479046317,1962.859042,1000公尺以上,低風險,Low
4169,宜蘭縣,宜蘭縣三星鄉,行健村,行健三路2段13號,121.7041,24.6844,行健社區二次收容,行健、大隱、拱照,148,"水災,震災,土石流,海嘯",張文章,03-9895115,是,否,是,321253.4959,2731004.721,TRUE,POINT (321253.4959000163 2731004.7211183663),33.6040459,5.924681187,2.075928999,779.3677625,500-1000公尺之間,中風險,Medium
4170,宜蘭縣,宜蘭縣五結鄉,五結村,五結路二段343號,121.7984,24.6847,五結鄉公所,五結村,153,"水災,震災",簡松樹,03-9501115,是,否,是,330796.6529,2731090.21,TRUE,POINT (330796.65292130236 2731090.210336777),2.649433675,7.060540676,0.872079701,2081.165404,1000公尺以上,低風險,Low
4172,宜蘭縣,宜蘭縣五結鄉,五結村,五結中路12號3樓,121.7979,24.6852,五結社區活動中心,五結,84,"水災,震災",洪銘鎮,03-9602799,是,否,是,330745.7296,2731145.298,TRUE,POINT (330745.7295522966 2731145.298028496),2.758468195,7.060540676,0.875270576,2121.442596,1000公尺以上,低風險,Low
4177,宜蘭縣,宜蘭縣五結鄉,福興村,興盛北路182巷16號,121.7798,24.6865,正勉堂,福興村,154,"水災,震災",廖明國,03-9505792,是,否,否,328913.1557,2731278.758,TRUE,POINT (328913.1557059864 2731278.7578503666),4.353845764,5.879247665,0.680138385,2922.826002,1000公尺以上,低風險,Low
